tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***68606,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1533,W/S,NINTH ST,S/O,LAKE SHORE BLVD W,ON
***18380,20161231,3,PARK ON PRIVATE PROPERTY,30,1534,AT,4k SPADINA AVE,,,QC
***20068,20161231,3,PARK ON PRIVATE PROPERTY,30,1534,AT,675 BLOOR ST W,,,ON
***78161,20161231,337,PARK - ON BOULEVARD,50,1535,S/S,JOHN BEST AVE,W/O,JANE ST,ON
***85025,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1535,NR,65 HALSEY AVE,,,ON
***42541,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1536,NR,110 ELM ST,,,ON
***72199,20161231,406,PARK-VEH. W/O VALID ONT PLATE,40,1537,NR,311 HILLSDALE AVE E,,,ON
***20069,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1538,NR,649 BLOOR ST W,,,ON
***20070,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1539,NR,643 BLOOR ST W,,,ON
***42542,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1539,NR,110 ELM ST,,,ON
***42543,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1540,NR,110 ELM ST,,,ON
***53925,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1540,E/S,MECHANIC AVE,S/O,WYNDHAM ST,ON
***20071,20161231,8,STAND VEH.-PROHIBIT TIME/DAY,60,1543,OPP,603 MARKHAM ST,,,ON
***53926,20161231,16,PARK-WITHIN 9M INTERSECT ROAD,50,1543,N/S,DELANEY CRES,W/O,MECHANIC AVE,ON
***58890,20161231,8,STAND VEH.-PROHIBIT TIME/DAY,60,1543,W/S,BRIAN HARRISON WAY,N/O,BOROUGH DR,ON
***71420,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1543,OPP,499 PARLIAMENT ST,,,ON
***72200,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1543,NR,28 DE-SAVERY CRES,,,ON
***20072,20161231,8,STAND VEH.-PROHIBIT TIME/DAY,60,1544,NR,610 MARKHAM ST,,,ON
***53927,20161231,16,PARK-WITHIN 9M INTERSECT ROAD,50,1544,N/S,DELANEY CRES,E/O,MECHANIC AVE,ON
***71383,20161231,48,FAIL TO PARK/STOP PARALL. CURB,30,1545,NR,56 HOLLYWOOD AVE,,,ON
***20073,20161231,8,STAND VEH.-PROHIBIT TIME/DAY,60,1545,NR,610 MARKHAM ST,,,ON
***11272,20161231,30,STOP-(ON/OVER) (SIDEWK/FTPATH),150,1545,NR,26 ROCHDALE AVE,,,ON
***20074,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1548,NR,596 MARKHAM ST,,,ON
***58891,20161231,8,STAND VEH.-PROHIBIT TIME/DAY,60,1548,NR,34 KAWNEER TER,,,ON
***58892,20161231,8,STAND VEH.-PROHIBIT TIME/DAY,60,1549,NR,54 ZEZEL WAY,,,ON
***03521,20161231,8,STAND VEH.-PROHIBIT TIME/DAY,60,1549,NR,21 BALMUTO ST,,,ON
***54683,20161231,347,PARK IN A FIRE ROUTE,250,1550,NR,11 QUINCE APPLEWAY,,,ON
***21360,20161231,8,STAND VEH.-PROHIBIT TIME/DAY,60,1550,NR,730 QUEEN ST W,,,ON
***77624,20161231,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1550,NR,840 COXWELL AVE,,,ON
***21361,20161231,8,STAND VEH.-PROHIBIT TIME/DAY,60,1551,NR,722 QUEEN ST W,,,ON
***21362,20161231,8,STAND VEH.-PROHIBIT TIME/DAY,60,1551,NR,720 QUEEN ST W,,,AB
***71421,20161231,192,STAND SIGNED TRANSIT STOP,150,1551,NR,461 PARLIAMENT ST,,,ON
***30973,20161231,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1552,NR,2010 YONGE ST,,,ON
***58893,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1552,NR,3 DE JONG ST,,,ON
***85026,20161231,8,STAND VEH.-PROHIBIT TIME/DAY,60,1552,S/S,MORTIMER AVE,E/O,COXWELL AVE,ON
***20075,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1553,NR,572 BLOOR ST W,,,ON
***42544,20161231,8,STAND VEH.-PROHIBIT TIME/DAY,60,1553,OPP,68 EDWARD ST,,,AB
***58894,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1553,NR,5 DE JONG ST,,,ON
***03522,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1553,OPP,35 BALMUTO ST,,,ON
***68607,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1554,NR,3 WENDOVER RD,,,ON
***20076,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1555,OPP,646 MARKHAM ST,,,ON
***20077,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1556,NR,635 MARKHAM ST,,,ON
***11273,20161231,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1556,NR,1569 EGLINTON AVE W,,,ON
***18381,20161231,363,PARK ONSTRT ACCESSIBLE NO PRMT,450,1557,NR,32 NASSAU ST,,,ON
***20078,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1557,NR,635 MARKHAM ST,,,ON
***60063,20161231,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,1558,NR,220 COXWELL AVE,,,QC
***68608,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1558,OPP,1 GRENVIEW BLVD N,,,ON
***77625,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1558,NR,71 AMROTH AVE,,,ON
***68609,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1559,OPP,1 GRENVIEW BLVD N,,,ON
***11274,20161231,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1559,NR,1551 EGLINTON AVE W,,,ON
***68610,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1600,OPP,1 GRENVIEW BLVD N,,,ON
***78162,20161231,347,PARK IN A FIRE ROUTE,250,1600,AT,605 ROGERS RD,,,ON
***78163,20161231,347,PARK IN A FIRE ROUTE,250,1600,AT,605 ROGERS RD,,,ON
***60169,20161231,3,PARK ON PRIVATE PROPERTY,30,1602,,3401 DUFFERIN ST,,,ON
***72201,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1602,NR,83 REDPATH AVE,,,ON
***32087,20161231,355,PARK IN ACCESSIBLE NO PERMIT,450,1603,,2356 KENNEDY RD,AT,LCBO PARKING LOT,ON
***71384,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1603,NR,17 ABITIBI AVE,,,ON
***68611,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1603,NR,3 JACKSON AVE,,,ON
***72202,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1603,NR,95 REDPATH AVE,,,ON
***20079,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1604,E/S,MANNING AVE,N/O,BLOOR ST W,ON
***72761,20161231,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1604,OPP,55 CHARLES ST E,,,ON
***71385,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1605,NR,19 ABITIBI AVE,,,ON
***29480,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1605,NR,1 FOSTER PL,,,ON
***53928,20161231,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,1605,NR,292 WILLARD AVE,,,ON
***58895,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1605,OPP,14 DULVERTON RD,,,ON
***68612,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1605,NR,3 JACKSON AVE,,,ON
***72762,20161231,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1605,OPP,55 CHARLES ST E,,,ON
***18382,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1606,NR,136 NASSAU ST,,,ON
***72763,20161231,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1606,OPP,55 CHARLES ST E,,,ON
***11275,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1606,OPP,115 DEWBOURNE AVE,,,ON
***11276,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1606,OPP,118 DEWBOURNE AVE,,,ON
***42545,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1607,NR,55 CENTRE AVE,,,ON
***68613,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1607,OPP,3 JACKSON AVE,,,ON
***72203,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1607,OPP,65 LILLIAN ST,,,ON
***18383,20161231,29,PARK PROHIBITED TIME NO PERMIT,30,1608,NR,7 LIPPINCOTT ST,,,ON
***42546,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1608,NR,55 CENTRE AVE,,,ON
***72204,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1608,OPP,65 LILLIAN ST,,,ON
***03523,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1608,OPP,1101 BAY ST,,,ON
***71386,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1609,NR,12 MADAWASKA AVE,,,ON
***18384,20161231,29,PARK PROHIBITED TIME NO PERMIT,30,1609,NR,13 LIPPINCOTT ST,,,ON
***72205,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1609,OPP,83 LILLIAN ST,,,ON
***42547,20161231,406,PARK-VEH. W/O VALID ONT PLATE,40,1610,NR,55 CENTRE AVE,,,ON
***68614,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1610,NR,4 WILLINGDON AVE,,,ON
***08187,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1611,OPP,224 PARLIAMENT ST,,,ON
***68615,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1611,NR,4 WILLINGDON AVE,,,ON
***72206,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1611,NR,45 DUNFIELD AVE,,,ON
***78164,20161231,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1611,NR,485 ROGERS RD,,,ON
***92524,20161231,347,PARK IN A FIRE ROUTE,250,1611,AT,2425 JANE ST,,,ON
***71387,20161231,48,FAIL TO PARK/STOP PARALL. CURB,30,1613,NR,59 NEWTON DR,,,ON
***68616,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1613,OPP,14 HUMBERVALE BLVD,,,ON
***14305,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1613,NR,281 HOWLAND AVE,,,ON
***63536,20161231,3,PARK ON PRIVATE PROPERTY,30,1615,,250 DAVENPORT RD,,,ON
***78165,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1615,NR,21 SCOTT RD,,,ON
***78166,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1615,NR,21 SCOTT RD,,,ON
***08188,20161231,192,STAND SIGNED TRANSIT STOP,150,1616,NR,461 PARLIAMENT ST,,,ON
***68617,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1617,OPP,260 ELSFIELD RD,,,ON
***08189,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1618,OPP,476 PARLIAMENT ST,,,ON
***18385,20161231,337,PARK - ON BOULEVARD,50,1618,NR,63 BELLEVUE AVE,,,ON
***58896,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1618,OPP,53 LAXFORD AVE,,,ON
***60916,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1618,NR,487 DANFORTH AVE,,,ON
***68618,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1618,OPP,260 ELSFIELD RD,,,ON
***14306,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1619,NR,7 HOWLAND AVE,,,ON
***68619,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1620,OPP,1 GRENVIEW BLVD N,,,ON
***72764,20161231,8,STAND VEH.-PROHIBIT TIME/DAY,60,1620,NR,3 ELM ST,,,PA
***14307,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1620,NR,15 HOWLAND AVE,,,ON
***68620,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1621,OPP,1 GRENVIEW BLVD N,,,ON
***78167,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1621,S/S,ROGERS RD,E/O,REGENT ST,ON
***18386,20161231,29,PARK PROHIBITED TIME NO PERMIT,30,1622,OPP,148 BELLEVUE AVE,,,QC
***68621,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1622,OPP,1 GRENVIEW BLVD N,,,ON
***18387,20161231,29,PARK PROHIBITED TIME NO PERMIT,30,1623,NR,153 BELLEVUE AVE,,,ON
***68622,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1623,NR,1 GRENVIEW BLVD N,,,ON
***78168,20161231,192,STAND SIGNED TRANSIT STOP,150,1623,NR,531 ROGERS RD,,,ON
***14308,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1623,OPP,313 BRUNSWICK AVE,,,ON
***18388,20161231,29,PARK PROHIBITED TIME NO PERMIT,30,1624,NR,147 BELLEVUE AVE,,,ON
***55095,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1624,OPP,11 GOODMARK PL,,,ON
***60917,20161231,29,PARK PROHIBITED TIME NO PERMIT,30,1624,NR,17 GOUGH AVE,,,ON
***48159,20161231,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1625,NR,91 SCOLLARD ST,,,GA
***55096,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1625,OPP,11 GOODMARK PL,,,ON
***68623,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1625,NR,4 WENDOVER RD,,,ON
***48160,20161231,48,FAIL TO PARK/STOP PARALL. CURB,30,1626,NR,91 SCOLLARD ST,,,GA
***20080,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1627,NR,711 COLLEGE ST,,,ON
***77626,20161231,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1627,NR,244 KINGSWOOD RD,,,ON
***78169,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1627,NR,56 KANE AVE,,,ON
***85027,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1627,NR,237 MONARCH PARK AVE,,,ON
***08190,20161231,3,PARK ON PRIVATE PROPERTY,30,1628,AT,179 PARLIAMENT ST,,,ON
***48161,20161231,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1628,NR,41 HAZELTON AVE,,,ON
***48162,20161231,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1628,NR,41 HAZELTON AVE,,,ON
***71422,20161231,3,PARK ON PRIVATE PROPERTY,30,1628,AT,120 BAYVIEW AVE,,,ON
***18389,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1629,OPP,169 AUGUSTA AVE,,,ON
***85028,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1629,NR,159 MONARCH PARK AVE,,,ON
***18390,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1630,OPP,157 AUGUSTA AVE,,,ON
***72207,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1630,NR,357 ROEHAMPTON AVE,,,ON
***77627,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1631,NR,85 VICTORIA PARK AVE,,,ON
***14309,20161231,8,STAND VEH.-PROHIBIT TIME/DAY,60,1631,NR,610 MARKHAM ST,,,ON
***20081,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1632,NR,651 COLLEGE ST,,,ON
***72208,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1632,NR,299 ROEHAMPTON AVE,,,ON
***14310,20161231,8,STAND VEH.-PROHIBIT TIME/DAY,60,1632,NR,610 MARKHAM ST,,,ON
***18391,20161231,29,PARK PROHIBITED TIME NO PERMIT,30,1634,N/S,DENISON SQ,W/O,AUGUSTA AVE,ON
***14311,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1634,NR,25 LENNOX ST,,,AB
***18392,20161231,29,PARK PROHIBITED TIME NO PERMIT,30,1635,NR,12 DENISON SQ,,,ON
***72209,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1635,NR,241 REDPATH AVE,,,ON
***20082,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1636,NR,579 COLLEGE ST,,,ON
***48163,20161231,48,FAIL TO PARK/STOP PARALL. CURB,30,1636,NR,11 PRINCE ARTHUR AVE,,,ON
***72765,20161231,192,STAND SIGNED TRANSIT STOP,150,1636,NR,242 QUEEN ST W,,,ON
***78170,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1636,NR,243 ROSETHORN AVE,,,ON
***78171,20161231,406,PARK-VEH. W/O VALID ONT PLATE,40,1636,NR,243 ROSETHORN AVE,,,ON
***38171,20161231,30,STOP-(ON/OVER) (SIDEWK/FTPATH),150,1637,NR,98 ERNEST AVE,,,ON
***48164,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1637,NR,11 PRINCE ARTHUR AVE,,,ON
***72210,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1637,NR,223 REDPATH AVE,,,ON
***14312,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1637,NR,1 LENNOX ST,,,ON
***32088,20161231,355,PARK IN ACCESSIBLE NO PERMIT,450,1638,,2356 KENNEDY RD,AT,LCBO PARKING LOT,ON
***30974,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1638,NR,126 MONTGOMERY AVE,,,ON
***20083,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1638,NR,571 COLLEGE ST,,,ON
***53929,20161231,29,PARK PROHIBITED TIME NO PERMIT,30,1638,NR,111 SUNNYSIDE AVE,,,ON
***72211,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1638,NR,177 REDPATH AVE,,,ON
***20084,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1639,NR,559 COLLEGE ST,,,ON
***21363,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1639,NR,279 LISGAR ST,,,ON
***78172,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1639,NR,217 ROSETHORN AVE,,,ON
***30975,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1640,NR,101 ORCHARD VIEW BLVD,,,ON
***60064,20161231,29,PARK PROHIBITED TIME NO PERMIT,30,1640,NR,26 CHERRY NOOK GDNS,,,ON
***21364,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1640,NR,277 LISGAR ST,,,ON
***78173,20161231,9,STOP-SIGNED HWY-PROHIBIT TM/DY,60,1640,NR,444 ROGERS RD,,,ON
***30976,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1641,NR,107 ORCHARD VIEW BLVD,,,ON
***84251,20161231,406,PARK-VEH. W/O VALID ONT PLATE,40,1641,NR,34 SCHUBERT DR,,,ON
***68624,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1642,OPP,119 TWELFTH ST,,,ON
***14313,20161231,29,PARK PROHIBITED TIME NO PERMIT,30,1642,NR,304 ROBERT ST,,,ON
***48165,20161231,404,STOP-9 M PEDESTRIAN X BEYOND,60,1643,NR,136 CUMBERLAND ST,,,ON
***53930,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1643,NR,41 PARKDALE RD,,,ON
***03524,20161231,8,STAND VEH.-PROHIBIT TIME/DAY,60,1643,NR,208 QUEENS QUAY W,,,ON
***60170,20161231,3,PARK ON PRIVATE PROPERTY,30,1644,,3401 DUFFERIN ST,,,ON
***72212,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1644,W/S,FORMAN AVE,S/O,HILLSDALE AVE E,ON
***68625,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1645,OPP,110 ELEVENTH ST,,,ON
***17903,20161231,3,PARK ON PRIVATE PROPERTY,30,1646,,21 MERCER ST,,,ON
***30977,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1646,NR,535 RUSSELL HILL RD,,,ON
***30978,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1646,NR,535 RUSSELL HILL RD,,,ON
***68626,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1646,OPP,110 ELEVENTH ST,,,ON
***60171,20161231,3,PARK ON PRIVATE PROPERTY,30,1647,,3401 DUFFERIN ST,,,ON
***30979,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1647,NR,535 RUSSELL HILL RD,,,ON
***60065,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1647,NR,25 BYRON AVE,,,ON
***72213,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1647,NR,4 DE-SAVERY CRES,,,AB
***72214,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1647,NR,10 DE-SAVERY CRES,,,ON
***14314,20161231,29,PARK PROHIBITED TIME NO PERMIT,30,1647,OPP,134 ROBERT ST,,,ON
***32090,20161231,355,PARK IN ACCESSIBLE NO PERMIT,450,1648,,2356 KENNEDY RD,AT,LCBO PARKING LOT,ON
***60066,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1648,NR,25 BYRON AVE,,,ON
***72215,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1648,NR,14 DE-SAVERY CRES,,,ON
***72216,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1648,NR,22 DE-SAVERY CRES,,,ON
***14315,20161231,29,PARK PROHIBITED TIME NO PERMIT,30,1648,OPP,142 ROBERT ST,,,ON
***71388,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1649,NR,61 PEMBERTON AVE,,,ON
***60067,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1649,NR,7 BYRON AVE,,,ON
***20085,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1649,OPP,390 COLLEGE ST,,,ON
***68627,20161231,192,STAND SIGNED TRANSIT STOP,150,1651,NR,3206 LAKE SHORE BLVD W,,,ON
***72217,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1651,NR,185 HILLSDALE AVE E,,,ON
***60068,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1652,NR,137 CHATHAM AVE,,,ON
***20086,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1652,OPP,360 COLLEGE ST,,,ON
***53931,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1652,NR,41 GARDEN AVE,,,ON
***11277,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1652,NR,1222 EGLINTON AVE W,,,ON
***14316,20161231,29,PARK PROHIBITED TIME NO PERMIT,30,1652,OPP,112 ROBERT ST,,,ON
***71389,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1653,NR,99 PEMBERTON AVE,,,ON
***60069,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1653,NR,110 CHATHAM AVE,,,ON
***08191,20161231,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1653,NR,131 WINCHESTER ST,,,ON
***72218,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1653,NR,47 HILLSDALE AVE E,,,ON
***85029,20161231,29,PARK PROHIBITED TIME NO PERMIT,30,1654,NR,347 GLEBEHOLME BLVD,,,ON
***11278,20161231,29,PARK PROHIBITED TIME NO PERMIT,30,1654,NR,19 NORTON AVE,,,ON
***21365,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1655,N/S,ARGYLE ST,E/O,DOVERCOURT RD,ON
***53932,20161231,363,PARK ONSTRT ACCESSIBLE NO PRMT,450,1655,NR,105 GALLEY AVE,,,ON
***11279,20161231,29,PARK PROHIBITED TIME NO PERMIT,30,1655,NR,11 NORTON AVE,,,ON
***75601,20161231,355,PARK IN ACCESSIBLE NO PERMIT,450,1656,AT,1800 SHEPPARD AVE E,,,ON
***68628,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1656,NR,3397 LAKE SHORE BLVD W,,,ON
***03525,20161231,3,PARK ON PRIVATE PROPERTY,30,1657,AT,8 YORK ST,,,ON
***75603,20161231,355,PARK IN ACCESSIBLE NO PERMIT,450,1658,AT,1800 SHEPPARD AVE E,,,ON
***68629,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1658,NR,3421 LAKE SHORE BLVD W,,,CA
***72219,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1658,NR,39 BELSIZE DR,,,ON
***68630,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1659,NR,3421 LAKE SHORE BLVD W,,,BC
***72220,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1659,NR,11 BELSIZE DR,,,ON
***11280,20161231,29,PARK PROHIBITED TIME NO PERMIT,30,1659,NR,47 ST CLAIR GDNS,,,ON
***60918,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1700,NR,2056 DANFORTH AVE,,,ON
***72221,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1700,NR,5 BELSIZE DR,,,ON
***60070,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1701,NR,33a BADGEROW AVE,,,ON
***20087,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1701,OPP,297 COLLEGE ST,,,ON
***68631,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1701,NR,3437 LAKE SHORE BLVD W,,,ON
***72222,20161231,8,STAND VEH.-PROHIBIT TIME/DAY,60,1701,NR,5 BELSIZE DR,,,ON
***30980,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1703,NR,41 WALKER AVE,,,ON
***60071,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1703,NR,19 BADGEROW AVE,,,ON
***68632,20161231,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1704,NR,3445 LAKE SHORE BLVD W,,,ON
***60919,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1705,NR,1910 DANFORTH AVE,,,ON
***72223,20161231,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1705,NR,33 MANOR RD E,,,ON
***78174,20161231,347,PARK IN A FIRE ROUTE,250,1705,NR,1765 WESTON RD,,,ON
***30981,20161231,49,FAIL TO PARK/STOP PARALL. RGHT,30,1706,NR,61 ALCORN AVE,,,ON
***42548,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1706,NR,23 ELM ST,,,OH
***78175,20161231,347,PARK IN A FIRE ROUTE,250,1706,NR,1775 WESTON RD,,,ON
***71390,20161231,192,STAND SIGNED TRANSIT STOP,150,1707,NR,5095 YONGE ST,,,ON
***20088,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1707,NR,366 COLLEGE ST,,,ON
***60920,20161231,207,PARK MACHINE-REQD FEE NOT PAID,30,1707,NR,1924 DANFORTH AVE,,,ON
***77302,20161231,3,PARK ON PRIVATE PROPERTY,30,1708,,1571 SANDHURST CIRCLE,,,ON
***76242,20161231,29,PARK PROHIBITED TIME NO PERMIT,30,1708,NR,25 MCGILL ST,,,ON
***85030,20161231,12,PARK VEHICLE - FOR SALE ,15,1708,NR,22 MIDBURN AVE,,,ON
***77303,20161231,3,PARK ON PRIVATE PROPERTY,30,1709,,1571 SANDHURST CIR,,,ON
